Date,temparature_C,Humidity,NLDC Demand
17.03.2022,25.66541667,56.0825,378.375
18.03.2022,26.65375,57.73,389.3333333
19.03.2022,27.33541667,58.03333333,367.2291667
20.03.2022,25.39958333,60.97916667,395.1458333
21.03.2022,25.47583333,57.18791667,397.2916667
22.03.2022,26.60666667,57.58875,421.25
23.03.2022,27.87916667,57.85416667,446.875
24.03.2022,26.40458333,67.65875,417.8333333
25.03.2022,25.08208333,82.77541667,364.7291667
26.03.2022,25.3925,86.34833333,389.9583333
27.03.2022,25.00083333,82.87,388.875
28.03.2022,24.73958333,75.09458333,375.6666667
29.03.2022,24.35083333,80.78041667,351.0416667
30.03.2022,25.3175,80.27041667,349.3333333
31.03.2022,25.73541667,82.73708333,353.8333333
01.04.2022,26.11583333,84.0775,384.8333333
02.04.2022,26.02708333,85.69958333,401.375
03.04.2022,25.90458333,81.7375,446.2916667
04.04.2022,25.33208333,86.47375,397.375
05.04.2022,25.8275,83.03916667,425.8333333
06.04.2022,25.74625,82.97583333,451.6666667
07.04.2022,26.25291667,75.93083333,455.6666667
08.04.2022,26.22583333,73.6625,453.7083333
09.04.2022,25.99166667,76.29125,450.125
10.04.2022,25.53041667,76.20125,384.7083333
11.04.2022,26.21125,81.34125,339.875
12.04.2022,26.42333333,82.69541667,393.25
13.04.2022,26.80916667,81.67291667,428.125
14.04.2022,26.37875,85.79125,370.625
15.04.2022,26.67916667,84.15875,387.9583333
16.04.2022,26.44333333,87.84916667,338.9583333
17.04.2022,27.25791667,79.73625,366.3333333
18.04.2022,26.265,83.38833333,359.9583333
19.04.2022,26.90416667,81.69791667,403.6666667
20.04.2022,26.74791667,79.44083333,293.6666667
21.04.2022,25.3925,79.42375,367.9583333
22.04.2022,26.29291667,81.06041667,388.7916667
23.04.2022,26.33125,83.22708333,422.7916667
24.04.2022,27.87041667,79.28541667,400.125
25.04.2022,27.46875,81.07,375.7083333
26.04.2022,27.34083333,82.75458333,412.0416667
27.04.2022,27.75208333,80.35583333,289.125
28.04.2022,28.11541667,75.81666667,445.625
29.04.2022,28.1275,74.74208333,494.0416667
30.04.2022,27.91666667,76.3525,307.4583333
01.05.2022,27.28125,77.16833333,339.5
02.05.2022,26.70541667,79.89625,305.2083333
03.05.2022,26.925,75.83208333,279.3333333
04.05.2022,26.56583333,78.40333333,276.75
05.05.2022,26.53,78.26958333,343.75
06.05.2022,27.64125,76.07291667,379.75
07.05.2022,28.2475,75.65958333,440.125
08.05.2022,28.60125,70.72833333,464.5416667
09.05.2022,28.31,70.01375,444.5833333
10.05.2022,26.38791667,86.21666667,351.9583333
11.05.2022,26.88958333,89.36666667,331.2916667
12.05.2022,27.48833333,89.2775,344.0833333
13.05.2022,27.45041667,91.14791667,306.75
14.05.2022,27.80958333,90.39291667,316.3541667
15.05.2022,28.16333333,90.05375,370.8333333
16.05.2022,27.55333333,90.16125,385.875
17.05.2022,26.59291667,92.83041667,259.5416667
18.05.2022,26.35875,91.91291667,278.125
19.05.2022,26.69916667,91.95333333,225.8333333
20.05.2022,26.84458333,88.6975,223
21.05.2022,26.78416667,89.54708333,230.6666667
